id,label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class
471,YesiicaValeria,0,1,1,0.0,1.0,1.0,0
472,JaittNatacha,1,5,6,1.0,6.0,7.0,0
473,idebbie1,0,3,3,0.0,3.0,3.0,0
474,daughertyjayj,0,1,1,0.0,1.0,1.0,0
475,LindaFrieds,0,1,1,0.0,1.0,1.0,0
476,DiabJuli,0,1,1,0.0,1.0,1.0,0
477,CEJASLANUS,0,3,3,0.0,3.0,3.0,0
478,MFL1956,0,1,1,0.0,1.0,1.0,0
479,camferrero,0,1,1,0.0,1.0,1.0,0
480,rainxqueen,0,1,1,0.0,1.0,1.0,0
481,Caroliloli,0,9,9,0.0,9.0,9.0,131
482,kerenRivero,0,1,1,0.0,1.0,1.0,0
483,daniela_vl08,0,1,1,0.0,1.0,1.0,0
484,gusespeche,0,1,1,0.0,1.0,1.0,0
485,cemarino,0,1,1,0.0,3.0,3.0,0
486,Male_Sardelli,0,1,1,0.0,1.0,1.0,0
487,ovillalba52,0,2,2,0.0,2.0,2.0,0
488,Pomelitooo,0,1,1,0.0,1.0,1.0,0
489,leanortegam,0,2,2,0.0,2.0,2.0,0
490,huguitotuc,0,1,1,0.0,1.0,1.0,0
491,adrianrois,0,4,4,0.0,5.0,5.0,0
492,g1r3m,0,1,1,0.0,1.0,1.0,0
493,monicaamab,0,1,1,0.0,1.0,1.0,0
494,demrekariinera,0,1,1,0.0,1.0,1.0,0
495,osvaldonan,0,1,1,0.0,1.0,1.0,0
496,MitiaCorazon,0,2,2,0.0,3.0,3.0,0
497,CAFErod,1,1,2,1.0,2.0,3.0,0
498,HugoPericop5,0,1,1,0.0,1.0,1.0,0
499,soff_dp,0,1,1,0.0,1.0,1.0,0
500,pulsionparcial,6,802,808,9.0,1068.0,1077.0,131
501,silvigaray,0,2,2,0.0,2.0,2.0,0
502,chiariciancio,0,2,2,0.0,2.0,2.0,0
503,Solsiitoqu,0,1,1,0.0,1.0,1.0,0
504,MARILUMARILU1,0,2,2,0.0,2.0,2.0,0
505,Alicialadivina,0,39,39,0.0,48.0,48.0,91
506,CSViamonte,0,1,1,0.0,1.0,1.0,0
507,ActorAaronBooth,0,1,1,0.0,1.0,1.0,0
508,caropodrecca,0,1,1,0.0,1.0,1.0,0
509,NDP5733,0,3,3,0.0,3.0,3.0,0
510,alejandrab450,0,1,1,0.0,1.0,1.0,0
511,olguinpaola2,0,1,1,0.0,2.0,2.0,0
512,_MilagroNahir,0,1,1,0.0,1.0,1.0,0
513,ACSabban,0,1,1,0.0,1.0,1.0,0
514,MamboNacAndPop,0,1,1,0.0,1.0,1.0,0
515,soledg1,0,1,1,0.0,1.0,1.0,0
516,noticiasdel6,1,7,8,1.0,10.0,11.0,91
517,vampiroweekend,0,1,1,0.0,1.0,1.0,0
518,albacatres,0,9,9,0.0,9.0,9.0,18
519,Elnoelegido,0,1,1,0.0,1.0,1.0,0
520,Ajtorres52,0,1,1,0.0,1.0,1.0,0
521,elnahuellxc1,0,1,1,0.0,1.0,1.0,0
522,mujerfeminista3,0,1,1,0.0,1.0,1.0,0
523,slc200,0,2,2,0.0,2.0,2.0,0
524,Sincett,0,2,2,0.0,2.0,2.0,0
525,lpicci,0,1,1,0.0,1.0,1.0,0
526,mohmahdi255,0,6,6,0.0,6.0,6.0,0
527,civilizarapepe,0,3,3,0.0,6.0,6.0,0
528,gberisso_,0,2,2,0.0,2.0,2.0,0
529,rndario,0,1,1,0.0,1.0,1.0,0
530,geronimovega_,0,1,1,0.0,1.0,1.0,0
531,lordiantilordi,0,2,2,0.0,2.0,2.0,0
532,lupapereira14,0,1,1,0.0,1.0,1.0,0
533,GiselaG41310600,0,1,1,0.0,1.0,1.0,0
534,MaraSuarez014,0,1,1,0.0,1.0,1.0,0
535,RomiPenovi,0,2,2,0.0,3.0,3.0,0
536,LeoManjak,0,1,1,0.0,1.0,1.0,0
537,silrosignoli,0,1,1,0.0,2.0,2.0,0
538,Gaby429,0,4,4,0.0,4.0,4.0,0
539,juliicespedes,0,1,1,0.0,1.0,1.0,0
540,agos_ferezz,0,1,1,0.0,1.0,1.0,0
541,rauz444,0,12,12,0.0,16.0,16.0,136
542,JuanPxredes,0,1,1,0.0,1.0,1.0,0
543,vikiibaa,0,1,1,0.0,1.0,1.0,0
544,mariaivan0307,0,1,1,0.0,1.0,1.0,0
545,raulalbertocar3,0,1,1,0.0,1.0,1.0,0
546,maria8emilia,0,1,1,0.0,2.0,2.0,0
547,giselamarziotta,0,8,8,0.0,8.0,8.0,91
548,flormorel,0,2,2,0.0,2.0,2.0,0
549,ResidentMr,0,1,1,0.0,1.0,1.0,0
550,CeciliaPortugal,0,1,1,0.0,1.0,1.0,0
551,FlorencioDelabe,0,4,4,0.0,7.0,7.0,0
552,SURpatriRG,0,2,2,0.0,2.0,2.0,0
553,carreraisabel,0,1,1,0.0,1.0,1.0,0
554,victorJC84,0,17,17,0.0,19.0,19.0,91
555,Mari_inesa,0,2,2,0.0,2.0,2.0,0
556,Karapaquin,0,2,2,0.0,3.0,3.0,0
557,Clementina_87,0,1,1,0.0,1.0,1.0,0
558,viqibello,0,1,1,0.0,1.0,1.0,0
559,NachoLerzo,0,1,1,0.0,1.0,1.0,0
560,vimocris,0,9,9,0.0,11.0,11.0,131
561,nestorbertoia,0,1,1,0.0,1.0,1.0,0
562,jazgarrcia,0,1,1,0.0,1.0,1.0,0
563,JuanBaVacirca,0,1,1,0.0,1.0,1.0,0
564,Iris_Gonzalez1,0,1,1,0.0,1.0,1.0,0
565,GiulianoCocconi,0,1,1,0.0,1.0,1.0,0
566,cecibonelli,0,1,1,0.0,1.0,1.0,0
567,LeslieLKB,0,1,1,0.0,1.0,1.0,0
568,Esteban_e7,0,1,1,0.0,1.0,1.0,0
569,desibressan_,0,1,1,0.0,1.0,1.0,0
570,lorva78,0,2,2,0.0,2.0,2.0,0
571,fernando22197,0,1,1,0.0,1.0,1.0,0
572,adrianpalla,0,113,113,0.0,114.0,114.0,91
573,Nacho_Dagostino,0,2,2,0.0,2.0,2.0,0
574,BagliettoJuli,0,4,4,0.0,4.0,4.0,0
575,DineyMonteiroE,0,1,1,0.0,1.0,1.0,0
576,floorcarool,0,1,1,0.0,1.0,1.0,0
577,blacksmokelost,0,2,2,0.0,2.0,2.0,0
578,CordobaRoca,0,7,7,0.0,7.0,7.0,131
579,martinadaro1,1,10,11,1.0,10.0,11.0,91
580,CaaamiSmiler,0,4,4,0.0,4.0,4.0,0
581,Zajaro,1,12,13,2.0,29.0,31.0,131
582,insureccional,0,1,1,0.0,1.0,1.0,0
583,comas_damian,0,3,3,0.0,3.0,3.0,0
584,takeeveryshot,0,1,1,0.0,1.0,1.0,0
585,NanoRod7,0,1,1,0.0,1.0,1.0,0
586,gian_zago,0,1,1,0.0,1.0,1.0,0
587,pmonumental,0,1,1,0.0,1.0,1.0,0
588,rep,0,1,1,0.0,1.0,1.0,0
589,shontaellis1819,0,5,5,0.0,5.0,5.0,0
590,FernandoNr09,0,1,1,0.0,1.0,1.0,0
591,LuciaIdoyaga,0,1,1,0.0,1.0,1.0,0
592,eugeadra,0,1,1,0.0,1.0,1.0,0
593,tjuanca2,0,1,1,0.0,1.0,1.0,0
594,julimonzonn,0,1,1,0.0,1.0,1.0,0
595,JetasdePalacio,0,1,1,0.0,1.0,1.0,0
596,IvanArmas13,0,1,1,0.0,1.0,1.0,0
597,beason2,0,1,1,0.0,1.0,1.0,0
598,Federikyky,0,1,1,0.0,1.0,1.0,0
599,mediccaptfm,0,2,2,0.0,2.0,2.0,0
600,RPerezBalbuena,0,1,1,0.0,1.0,1.0,0
601,loliva,0,1,1,0.0,1.0,1.0,0
602,deerrece,0,3,3,0.0,4.0,4.0,0
603,peterdrinks,0,2,2,0.0,2.0,2.0,0
604,celticroot,0,1,1,0.0,1.0,1.0,0
605,ale_phatouros,0,1,1,0.0,1.0,1.0,0
606,JRMaipu,0,1,1,0.0,1.0,1.0,0
607,Gabitarosario,0,11,11,0.0,23.0,23.0,166
608,M8deOktubre,0,1,1,0.0,1.0,1.0,0
609,DoloresFer12,0,2,2,0.0,2.0,2.0,0
610,UnaAltebrown,0,1,1,0.0,1.0,1.0,0
611,sabrinak1215,0,1,1,0.0,1.0,1.0,0
612,stovallj,0,1,1,0.0,1.0,1.0,0
613,elenatu,0,1,1,0.0,1.0,1.0,0
614,JavierFNavarro,1,0,1,1.0,0.0,1.0,0
615,rogervargas627,0,1,1,0.0,1.0,1.0,0
616,tomifacha10,0,1,1,0.0,1.0,1.0,0
617,83__cb,0,1,1,0.0,1.0,1.0,0
618,MarcelaMatorras,0,8,8,0.0,8.0,8.0,91
619,josematiascutro,0,5,5,0.0,5.0,5.0,0
620,lucasbernal86,0,1,1,0.0,1.0,1.0,0
621,TaylorS_AustinM,0,1,1,0.0,1.0,1.0,0
622,hkispiiledi,0,5,5,0.0,5.0,5.0,0
623,THVTKITTY,0,1,1,0.0,1.0,1.0,0
624,alejandritagre,0,1,1,0.0,2.0,2.0,0
625,LeandroIRocha,0,2,2,0.0,2.0,2.0,0
626,MrsPlugg,0,1,1,0.0,1.0,1.0,0
627,dantefaustoagus,0,1,1,0.0,1.0,1.0,0
628,cece_herrera,0,1,1,0.0,1.0,1.0,0
629,LalymonC,0,1,1,0.0,1.0,1.0,0
630,docstymie,0,6,6,0.0,6.0,6.0,0
631,StrgiL,0,1,1,0.0,1.0,1.0,0
632,marcelaverduras,0,2,2,0.0,2.0,2.0,0
633,ASAngostura,0,2,2,0.0,2.0,2.0,0
634,capamyrica,0,2,2,0.0,2.0,2.0,0
635,andyccarmona,0,2,2,0.0,2.0,2.0,0
636,FranNavatta,1,1,2,1.0,1.0,2.0,0
637,LukaasSuarez,0,1,1,0.0,1.0,1.0,0
638,Bren1alejandra,0,1,1,0.0,1.0,1.0,0
639,rolandogargini,0,3,3,0.0,3.0,3.0,0
640,Ginaliz,0,1,1,0.0,1.0,1.0,0
641,diegolooooco,0,39,39,0.0,53.0,53.0,91
642,ciruyan,0,1,1,0.0,1.0,1.0,0
643,TomiMestre,1,18,19,1.0,21.0,22.0,173
644,Laura_Rip,0,2,2,0.0,2.0,2.0,0
645,katihudson,0,1,1,0.0,1.0,1.0,0
646,soi_ivan,0,2,2,0.0,2.0,2.0,0
647,nawlinsred2010,0,4,4,0.0,4.0,4.0,0
648,eliaschoren,0,1,1,0.0,1.0,1.0,0
649,DelastoscasL,0,1,1,0.0,1.0,1.0,0
650,IMNL_DeluxeEdit,0,1,1,0.0,1.0,1.0,0
651,mauher97,0,2,2,0.0,2.0,2.0,0
652,BRlNKED,0,2,2,0.0,2.0,2.0,0
653,MadeGryca,0,1,1,0.0,1.0,1.0,0
654,ette524,0,1,1,0.0,1.0,1.0,0
655,mricodad,0,1,1,0.0,1.0,1.0,0
656,GregActual,0,1,1,0.0,1.0,1.0,0
657,TecioTecio,0,1,1,0.0,1.0,1.0,0
658,Salome_Shahina,0,6,6,0.0,8.0,8.0,0
659,margagood,0,1,1,0.0,1.0,1.0,0
660,Artemisanaconda,0,2,2,0.0,3.0,3.0,0
661,Atomic2016tw,0,8,8,0.0,10.0,10.0,3
662,DelfinaDemaria,0,1,1,0.0,1.0,1.0,0
663,ultralightbeam,0,1,1,0.0,1.0,1.0,0
664,caroiglesias1,1,0,1,1.0,0.0,1.0,0
665,mendieta,0,7,7,0.0,7.0,7.0,158
666,andrea_tejedor,0,1,1,0.0,1.0,1.0,0
667,FlooMontenegro,0,1,1,0.0,1.0,1.0,0
668,RicardoCuiden,0,1,1,0.0,1.0,1.0,0
669,LupusyRulo,0,1,1,0.0,1.0,1.0,0
670,carelVer,0,2,2,0.0,2.0,2.0,0
671,justinakarma,0,1,1,0.0,1.0,1.0,0
672,electrapng,0,1,1,0.0,1.0,1.0,0
673,rcmartindiaz,0,2,2,0.0,2.0,2.0,0
674,NataliaAlmonac5,0,1,1,0.0,1.0,1.0,0
675,PazCarlosA,0,1,1,0.0,1.0,1.0,0
676,tomas_avalis,0,1,1,0.0,1.0,1.0,0
677,Roo_martinez10,0,1,1,0.0,1.0,1.0,0
678,viir16,0,1,1,0.0,1.0,1.0,0
679,__fflorencia,0,2,2,0.0,2.0,2.0,0
680,CatalinaFabro,0,1,1,0.0,1.0,1.0,0
681,MajoSalgueiro,0,1,1,0.0,1.0,1.0,0
682,dario2080,1,3,4,1.0,3.0,4.0,0
683,Dilan847,0,9,9,0.0,11.0,11.0,3
684,ILoveMaguiBravi,0,1,1,0.0,1.0,1.0,0
685,NatashaMulleer,0,1,1,0.0,1.0,1.0,0
686,VickyAragon_,0,1,1,0.0,1.0,1.0,0
687,ChicaElectro,0,1,1,0.0,1.0,1.0,0
688,caamano,0,1,1,0.0,1.0,1.0,0
689,beluuubea,0,1,1,0.0,1.0,1.0,0
690,EeM_ListaFucsia,0,2,2,0.0,4.0,4.0,0
691,Cleosbaby64,0,1,1,0.0,1.0,1.0,0
692,kathy_godwin,0,1,1,0.0,1.0,1.0,0
693,littlecrazy2492,0,1,1,0.0,1.0,1.0,0
694,JohanaVazquez18,2,21,23,5.0,22.0,27.0,131
695,Flor3nciaa,0,2,2,0.0,2.0,2.0,0
696,MerceBarcelona,0,1,1,0.0,1.0,1.0,0
697,_6FEET,0,1,1,0.0,1.0,1.0,0
698,DaniAsinari,0,1,1,0.0,1.0,1.0,0
699,AmyVribot,0,1,1,0.0,1.0,1.0,0
700,tanger2000es,0,1,1,0.0,1.0,1.0,0
701,IsraelV44075086,0,4,4,0.0,4.0,4.0,0
702,daluz_carlos,0,1,1,0.0,1.0,1.0,0
703,zungabret,1,1,2,1.0,1.0,2.0,0
704,VioleSuyama,0,1,1,0.0,1.0,1.0,0
705,JuanClementi_,0,2,2,0.0,3.0,3.0,0
706,TFrannOficial,0,1,1,0.0,1.0,1.0,0
707,gonzalomequint1,0,5,5,0.0,5.0,5.0,0
708,melinaganduglia,0,5,5,0.0,5.0,5.0,0
709,alanfernandez_8,0,2,2,0.0,2.0,2.0,0
710,chalecoycasco,0,1,1,0.0,1.0,1.0,0
711,AlhusseinSamah,0,1,1,0.0,2.0,2.0,0
712,hctate,0,1,1,0.0,1.0,1.0,0
713,SenSei_Chulo,0,2,2,0.0,2.0,2.0,0
714,GonzaFernandezb,0,1,1,0.0,1.0,1.0,0
715,rmlunze,0,2,2,0.0,2.0,2.0,0
716,ccarirosario,0,1,1,0.0,1.0,1.0,0
717,juanysancho,0,1,1,0.0,1.0,1.0,0
718,SUSYMURATURE,0,17,17,0.0,31.0,31.0,131
719,MatiasSBT,0,1,1,0.0,1.0,1.0,0
720,JentoInfinity,0,1,1,0.0,1.0,1.0,0
721,CastilloNaomi15,0,1,1,0.0,1.0,1.0,0
722,Fmtwister953,0,2,2,0.0,2.0,2.0,0
723,elmercero,0,2,2,0.0,2.0,2.0,0
724,HeRnaNk11,0,1,1,0.0,1.0,1.0,0
725,AngelMentor2013,0,1,1,0.0,1.0,1.0,0
726,BernardiTin,0,2,2,0.0,2.0,2.0,0
727,DaiBeatles,0,1,1,0.0,1.0,1.0,0
728,djrbul,0,3,3,0.0,4.0,4.0,0
729,Camiicarballido,0,1,1,0.0,1.0,1.0,0
730,UCRLaRioja,1,7,8,1.0,8.0,9.0,173
731,CamiloMakon,0,1,1,0.0,1.0,1.0,0
732,aleja_pigna,0,1,1,0.0,1.0,1.0,0
733,flatout_ty,0,1,1,0.0,1.0,1.0,0
734,bere_islass,0,1,1,0.0,1.0,1.0,0
735,Floppii_Kaulitz,0,1,1,0.0,1.0,1.0,0
736,gxamena,0,1,1,0.0,1.0,1.0,0
737,HernanJDorr,0,6,6,0.0,6.0,6.0,0
738,Lucas_Canob_74,0,1,1,0.0,1.0,1.0,0
739,InsAlicia1,0,3,3,0.0,3.0,3.0,0
740,glenisantunez,0,2,2,0.0,2.0,2.0,0
741,saurabhjain1008,0,3,3,0.0,3.0,3.0,0
742,marcosloyza,0,1,1,0.0,1.0,1.0,0
743,blondellfisch11,0,5,5,0.0,5.0,5.0,0
744,CamiCollaAlvare,0,1,1,0.0,1.0,1.0,0
745,Andru_Sz,0,1,1,0.0,2.0,2.0,0
746,adntomarpartido,0,2,2,0.0,2.0,2.0,0
747,Marfarias2013,0,1,1,0.0,1.0,1.0,0
748,clautomata,0,6,6,0.0,12.0,12.0,0
749,roberto22gloria,0,1,1,0.0,1.0,1.0,0
750,emiliomateos70,0,1,1,0.0,1.0,1.0,0
751,mmpadellan,0,32,32,0.0,32.0,32.0,104
752,DEPORTESCASLA,0,18,18,0.0,20.0,20.0,170
753,ro_delro,1,14,15,1.0,20.0,21.0,133
754,FrqMujeres,0,9,9,0.0,9.0,9.0,147
755,GonzaJimee,0,1,1,0.0,1.0,1.0,0
756,hiras769,1,19,20,2.0,28.0,30.0,131
757,ViGagliardino,0,1,1,0.0,1.0,1.0,0
758,Gabycristaudo,0,4,4,0.0,5.0,5.0,0
759,_ynsm,0,1,1,0.0,1.0,1.0,0
760,MathiasR5,0,1,1,0.0,1.0,1.0,0
761,ggjfgn,0,1,1,0.0,1.0,1.0,0
762,cormoranajd,0,1,1,0.0,1.0,1.0,0
763,anitapendorchis,0,1,1,0.0,1.0,1.0,0
764,marjumorel,0,1,1,0.0,1.0,1.0,0
765,martabaramburu1,0,1,1,0.0,3.0,3.0,0
766,drmagandthewhee,0,2,2,0.0,2.0,2.0,0
767,mil4grxs,0,1,1,0.0,1.0,1.0,0
768,gfbalboa71,0,1,1,0.0,1.0,1.0,0
769,ZitoGustavo,0,2,2,0.0,2.0,2.0,0
770,leadavi,0,1,1,0.0,1.0,1.0,0
771,evecilenti_,1,0,1,1.0,0.0,1.0,0
772,fhipos,0,1,1,0.0,1.0,1.0,0
773,paooelii,0,1,1,0.0,1.0,1.0,0
774,silvinamarq,0,1,1,0.0,1.0,1.0,0
775,CamiilaRivero23,0,1,1,0.0,1.0,1.0,0
776,mvanlascote,1,0,1,1.0,0.0,1.0,0
777,chery_ogg,0,5,5,0.0,5.0,5.0,0
778,cuervotinelli,0,1,1,0.0,1.0,1.0,0
779,acostamaxi,0,1,1,0.0,1.0,1.0,0
780,charly_ayb,0,1,1,0.0,1.0,1.0,0
781,vuelvemafalda1,0,2,2,0.0,3.0,3.0,0
782,cmack2222,0,1,1,0.0,1.0,1.0,0
783,JoanVenticinque,0,1,1,0.0,1.0,1.0,0
784,AdrianGarcialp,0,4,4,0.0,4.0,4.0,0
785,ajdeols,0,1,1,0.0,1.0,1.0,0
786,Ricardoledesmag,0,1,1,0.0,1.0,1.0,0
787,Danamolinaril,0,1,1,0.0,1.0,1.0,0
788,EDITHPUENTE1,0,1,1,0.0,1.0,1.0,0
789,GioBinaghi,0,1,1,0.0,1.0,1.0,0
790,ColoMorales_,0,1,1,0.0,1.0,1.0,0
791,soleilco_,0,1,1,0.0,1.0,1.0,0
792,BustamanteSheii,0,2,2,0.0,2.0,2.0,0
793,DanielVillalon9,0,4,4,0.0,4.0,4.0,0
794,SueCooperstock,0,1,1,0.0,1.0,1.0,0
795,federgiuliani,0,4,4,0.0,4.0,4.0,0
796,ISSanMiguel,0,1,1,0.0,1.0,1.0,0
797,serena_famalett,0,1,1,0.0,1.0,1.0,0
798,evemicolini,0,1,1,0.0,1.0,1.0,0
799,ValenBequi,0,2,2,0.0,2.0,2.0,0
800,ricklavaggi,0,13,13,0.0,14.0,14.0,91
801,cmmora146,0,1,1,0.0,1.0,1.0,0
802,Patoruminahuel,0,2,2,0.0,3.0,3.0,0
803,arieljarc,0,4,4,0.0,4.0,4.0,0
804,guadis106,0,1,1,0.0,1.0,1.0,0
805,superpindonga,0,2,2,0.0,2.0,2.0,0
806,morotytupac,0,9,9,0.0,9.0,9.0,91
807,kataclysmik,0,1,1,0.0,1.0,1.0,0
808,AliDiPietro11,0,4,4,0.0,5.0,5.0,0
809,julio_canta,0,1,1,0.0,1.0,1.0,0
810,EduuLopez12,0,1,1,0.0,1.0,1.0,0
811,CorreaArgyUru,0,1,1,0.0,1.0,1.0,0
812,andrefernandoec,0,1,1,0.0,3.0,3.0,0
813,Catalina1234545,0,1,1,0.0,1.0,1.0,0
814,Gabisaezruiz,0,1,1,0.0,1.0,1.0,0
815,lisviera23,0,1,1,0.0,1.0,1.0,0
816,johanaguzmanOk,0,4,4,0.0,4.0,4.0,0
817,IngeniaPR,0,1,1,0.0,1.0,1.0,0
818,sebharias,0,3,3,0.0,5.0,5.0,0
819,ChloeAvgarski,0,5,5,0.0,5.0,5.0,0
820,ElevatedMindofM,0,1,1,0.0,1.0,1.0,0
821,MaryJohanna6,0,1,1,0.0,1.0,1.0,0
822,HadjijaDuzic,0,1,1,0.0,1.0,1.0,0
823,vanarojas,0,1,1,0.0,1.0,1.0,0
824,RepStephMurphy,0,1,1,0.0,1.0,1.0,0
825,YbarraPatricio,0,1,1,0.0,1.0,1.0,0
826,wadaagomez,0,1,1,0.0,1.0,1.0,0
827,RITAYULY,0,6,6,0.0,9.0,9.0,0
828,CarlunchoSaliok,0,1,1,0.0,1.0,1.0,0
829,jd_om17,0,1,1,0.0,1.0,1.0,0
830,claudiasalomon7,0,1,1,0.0,1.0,1.0,0
831,69Morocha,0,1,1,0.0,1.0,1.0,0
832,EFavarel,0,1,1,0.0,1.0,1.0,0
833,LuciiiiiMendez,0,1,1,0.0,1.0,1.0,0
834,martincalvo82,0,1,1,0.0,1.0,1.0,0
835,ElianaMarchesi1,0,3,3,0.0,4.0,4.0,0
836,Voedisch1145,0,5,5,0.0,5.0,5.0,0
837,martinfles,0,1,1,0.0,1.0,1.0,0
838,taywalsh9343,0,1,1,0.0,1.0,1.0,0
839,cambalachebsas,0,2,2,0.0,2.0,2.0,0
840,Q_MILAGROS1,0,1,1,0.0,1.0,1.0,0
841,holdmicheli,0,1,1,0.0,1.0,1.0,0
842,corinitass,0,1,1,0.0,1.0,1.0,0
843,maardepaula,0,1,1,0.0,1.0,1.0,0
844,marianocuneol,0,1,1,0.0,1.0,1.0,0
845,diagonaltoll,0,4,4,0.0,8.0,8.0,0
846,Tapia_Sebastian,0,2,2,0.0,2.0,2.0,0
847,luciaveron,0,1,1,0.0,1.0,1.0,0
848,KathyCabaa2,0,2,2,0.0,2.0,2.0,0
849,MeliekaL,0,1,1,0.0,1.0,1.0,0
850,crismai6,0,4,4,0.0,4.0,4.0,0
851,CindyLLovejoy,0,1,1,0.0,1.0,1.0,0
852,Quiska2017,0,1,1,0.0,1.0,1.0,0
853,Siil_sanchez,0,1,1,0.0,1.0,1.0,0
854,rauljrz,0,2,2,0.0,2.0,2.0,0
855,ananappp,0,1,1,0.0,1.0,1.0,0
856,mk_cherek,0,1,1,0.0,1.0,1.0,0
857,MicaaSolorzano,0,1,1,0.0,1.0,1.0,0
858,seemanaomi,0,5,5,0.0,5.0,5.0,0
859,camilocorti,0,1,1,0.0,1.0,1.0,0
860,Agus_herrera96,0,1,1,0.0,1.0,1.0,0
861,danososa993,0,1,1,0.0,1.0,1.0,0
862,lordmetal666,0,1,1,0.0,1.0,1.0,0
863,charly6878,0,2,2,0.0,2.0,2.0,0
864,_india_euya,0,1,1,0.0,1.0,1.0,0
865,DerrickG_54,0,1,1,0.0,1.0,1.0,0
866,Leonard35016163,0,1,1,0.0,1.0,1.0,0
867,GVSegovia,0,1,1,0.0,1.0,1.0,0
868,BernardizV,0,1,1,0.0,1.0,1.0,0
869,MirtaCoast,0,11,11,0.0,11.0,11.0,131
870,radichetablanca,0,5,5,0.0,8.0,8.0,0
871,eleutheia,0,1,1,0.0,1.0,1.0,0
872,dferreyra71,0,1,1,0.0,1.0,1.0,0
873,romi_massa,0,1,1,0.0,1.0,1.0,0
874,secasfpi,0,6,6,0.0,7.0,7.0,0
875,g4byl0,0,1,1,0.0,1.0,1.0,0
876,RF_P0TUS,0,1,1,0.0,1.0,1.0,0
877,FedeCSDM,0,1,1,0.0,1.0,1.0,0
878,LourdesFiglioli,0,1,1,0.0,1.0,1.0,0
879,4anosderisa,0,3,3,0.0,3.0,3.0,0
880,CamiMansilla15,0,2,2,0.0,2.0,2.0,0
881,CarimQuiroga,0,1,1,0.0,1.0,1.0,0
882,MarceloDalZovo,0,1,1,0.0,1.0,1.0,0
883,maria_luz_do,1,0,1,1.0,0.0,1.0,0
884,naachitosp,0,1,1,0.0,1.0,1.0,0
885,GIUAR,1,21,22,1.0,30.0,31.0,91
886,nahuelkd,0,1,1,0.0,1.0,1.0,0
887,Vir__Torres,0,2,2,0.0,2.0,2.0,0
888,FacuSanchez543,0,1,1,0.0,1.0,1.0,0
889,yQueSiQuieroVoy,0,1,1,0.0,1.0,1.0,0
890,Aracelgaa,0,1,1,0.0,1.0,1.0,0
891,GratcheEmilie,0,5,5,0.0,5.0,5.0,0
892,mreinaldi,1,6,7,1.0,10.0,11.0,91
893,D__Webb,0,1,1,0.0,1.0,1.0,0
894,ArielArmada,0,1,1,0.0,1.0,1.0,0
895,nazarielx,0,1,1,0.0,1.0,1.0,0
896,marta_marchi,1,5,6,2.0,5.0,7.0,0
897,fermendoza14,0,1,1,0.0,1.0,1.0,0
898,PiliIglesiasok,0,1,1,0.0,1.0,1.0,0
899,Pol_Mine,0,2,2,0.0,2.0,2.0,0
900,sassywxtch,0,3,3,0.0,3.0,3.0,0
901,solmarinov,0,1,1,0.0,1.0,1.0,0
902,CaroleLcsMui,0,1,1,0.0,1.0,1.0,0
903,ale_estala,0,1,1,0.0,1.0,1.0,0
904,Agrupacion20J,0,1,1,0.0,1.0,1.0,0
905,MarianiMatias,0,1,1,0.0,1.0,1.0,0
906,AmimedicenMaruo,0,1,1,0.0,1.0,1.0,0
907,clementiusboss2,0,1,1,0.0,1.0,1.0,0
908,ericjstolze,0,1,1,0.0,1.0,1.0,0
909,Aryanjassi1,0,18,18,0.0,29.0,29.0,43
910,oceloteinsomne,1,35,36,2.0,67.0,69.0,91
911,MirthaFrias,0,2,2,0.0,2.0,2.0,0
912,RADIOPALERMOFM,0,1,1,0.0,1.0,1.0,0
913,PikaNetworkBT,0,1,1,0.0,1.0,1.0,0
914,lombanalejandra,0,1,1,0.0,2.0,2.0,0
915,ZealousBaskets,0,1,1,0.0,1.0,1.0,0
916,conra98,0,1,1,0.0,1.0,1.0,0
917,gisb_sus,0,1,1,0.0,1.0,1.0,0
918,reporterya,0,4,4,0.0,6.0,6.0,0
919,mauroaguero156,0,1,1,0.0,1.0,1.0,0
920,Luk023,0,1,1,0.0,1.0,1.0,0
921,AnaMasset,0,1,1,0.0,1.0,1.0,0
922,eeliasrial,0,1,1,0.0,1.0,1.0,0
923,RodriDiPietro,0,1,1,0.0,1.0,1.0,0
924,Meechu27,0,1,1,0.0,1.0,1.0,0
925,benitezlucas01,0,1,1,0.0,1.0,1.0,0
926,norma_bus,0,1,1,0.0,1.0,1.0,0
927,AmazonTraveler,0,3,3,0.0,3.0,3.0,0
928,KIDjuan32,0,1,1,0.0,1.0,1.0,0
929,revisbarcelona,0,3,3,0.0,3.0,3.0,0
930,SpecialKAlgee,0,1,1,0.0,1.0,1.0,0
931,chipi_cabj,0,1,1,0.0,1.0,1.0,0
932,GiseTuc,0,2,2,0.0,2.0,2.0,0
933,Snipes517,0,1,1,0.0,1.0,1.0,0
934,AcostaBravoEgg,0,1,1,0.0,1.0,1.0,0
935,CeleLo3,0,1,1,0.0,1.0,1.0,0
936,lauraleibiker,0,7,7,0.0,7.0,7.0,196
937,clarisse_1981,0,4,4,0.0,4.0,4.0,0
938,ParisiDavid,0,1,1,0.0,1.0,1.0,0
939,laverdavero,1,2,3,1.0,3.0,4.0,0
940,RRominasoledad5,0,9,9,0.0,9.0,9.0,131
941,JoanToranzo_39,0,1,1,0.0,1.0,1.0,0
