Source,Target,weight
29580,38013,1.0
29580,31243,1.0
29580,31191,1.0
29580,68764,1.0
29580,48932,1.0
29580,55289,1.0
29580,54049,1.0
29580,48399,1.0
29580,33560,1.0
29580,29580,1.0
29580,56162,1.0
29580,31090,1.0
29580,58178,1.0
29580,30275,1.0
29580,29745,1.0
29580,30062,1.0
29580,68984,1.0
29580,64753,1.0
29580,38937,1.0
29580,51908,1.0
29580,38631,1.0
29580,35724,2.0
29580,52246,1.0
29580,39290,1.0
29580,70521,2.0
29580,32220,1.0
29580,31914,1.0
29580,67213,1.0
29580,59080,1.0
29580,50372,1.0
29580,67339,1.0
29580,53830,1.0
29580,66781,1.0
29580,70837,1.0
29580,38865,1.0
29580,65328,1.0
29580,64569,1.0
29580,48536,2.0
29580,32004,1.0
29580,41652,1.0
29580,45664,1.0
29580,33341,1.0
29580,59210,1.0
29580,69865,1.0
29580,40240,1.0
29580,48212,1.0
29580,57918,1.0
29581,57805,1.0
29582,60687,2.0
29582,50133,1.0
29583,62034,1.0
29583,48309,1.0
29583,49055,1.0
29585,51121,1.0
29586,68545,1.0
29588,59423,1.0
29588,45420,1.0
29589,49004,1.0
29589,60687,1.0
29589,67057,1.0
29589,39290,1.0
29589,38614,1.0
29589,35419,1.0
29589,65980,1.0
29589,33351,1.0
29589,39399,1.0
29589,64474,1.0
29589,53630,1.0
29589,35724,2.0
29589,64682,1.0
29590,35234,1.0
29590,39497,2.0
29591,60255,1.0
29592,39614,2.0
29593,62397,1.0
29593,32589,1.0
29594,57805,1.0
29594,71065,1.0
29595,40081,1.0
29596,31125,1.0
29597,50558,1.0
29599,47161,1.0
29600,30425,1.0
29600,69690,1.0
29600,32693,1.0
29602,46516,1.0
29603,71065,1.0
29604,51871,1.0
29605,35718,1.0
29605,57402,1.0
29607,54455,1.0
29608,58139,1.0
29609,52580,1.0
29610,31466,1.0
29611,37374,1.0
29611,67717,1.0
29612,62374,1.0
29612,68829,1.0
29612,67195,1.0
29613,42602,1.0
29615,68205,1.0
29617,45454,2.0
29617,39095,1.0
29617,50872,1.0
29618,71086,1.0
29620,54722,1.0
29621,35724,1.0
29621,48212,1.0
29621,39290,1.0
29622,36086,1.0
29624,70445,1.0
29624,67440,1.0
29626,45420,1.0
29627,71065,1.0
29628,35574,1.0
29629,54015,2.0
29630,29630,1.0
29632,57805,1.0
29635,47913,1.0
29637,65114,1.0
29638,62865,1.0
29639,39339,1.0
29639,38768,1.0
29640,67272,1.0
29641,58139,1.0
29642,61728,1.0
29644,57805,1.0
29645,57805,1.0
29646,57748,1.0
29648,58139,1.0
29649,52249,1.0
29650,58139,1.0
29652,61431,1.0
29652,63686,2.0
29653,51121,1.0
29654,67717,2.0
29654,29654,1.0
29654,68098,2.0
29654,65941,1.0
29654,43541,1.0
29654,42367,1.0
29654,41124,3.0
29654,66436,1.0
29654,52951,1.0
29654,38678,1.0
29654,48691,1.0
29654,45519,1.0
29654,37374,2.0
29655,62034,1.0
29655,49055,1.0
29655,48309,1.0
29656,58139,1.0
29657,53408,1.0
29658,55840,1.0
29658,68459,1.0
29658,41575,1.0
29658,32147,1.0
29659,54185,1.0
29660,29660,1.0
29661,31003,1.0
29661,66677,1.0
29661,35724,4.0
29661,39290,1.0
29662,42566,1.0
29662,43159,1.0
29664,70070,1.0
29666,52146,1.0
29667,37750,1.0
29667,52176,1.0
29668,69471,1.0
29670,58139,1.0
29671,49354,2.0
29672,31328,1.0
29673,70457,1.0
29673,70363,1.0
29674,66046,1.0
29675,52131,1.0
29676,41753,1.0
29677,67614,1.0
29678,57805,1.0
29681,51319,1.0
29682,53286,1.0
29682,70075,1.0
29682,56467,1.0
29682,31003,1.0
29682,47161,1.0
29682,44877,1.0
29682,35539,1.0
29682,45447,1.0
29682,35419,1.0
29683,57805,1.0
29684,58139,1.0
29686,51315,1.0
29687,45420,1.0
29691,40228,1.0
29692,29692,1.0
29693,54455,1.0
29694,63931,1.0
29695,39520,2.0
29695,44753,1.0
29695,60255,1.0
29696,50558,1.0
29697,34955,1.0
29697,70457,1.0
29698,58139,1.0
29700,58957,1.0
29701,30384,1.0
29703,70550,2.0
29703,37488,4.0
29703,60016,1.0
29703,43621,1.0
29703,48750,1.0
29703,64506,1.0
29703,69621,1.0
29703,45134,1.0
29703,31509,1.0
29703,33356,1.0
29704,40331,1.0
29705,43677,1.0
29705,36154,1.0
29705,43744,1.0
29705,66598,1.0
29705,30475,1.0
29705,46431,1.0
29705,58390,1.0
29705,53861,1.0
29705,48700,1.0
29706,62914,1.0
29707,61959,1.0
29708,40907,1.0
29710,38768,1.0
29711,64682,1.0
29712,39009,1.0
29712,48256,1.0
29712,32249,1.0
29712,33213,1.0
29712,41944,1.0
29712,40767,1.0
29713,43588,1.0
29713,35414,1.0
29715,37275,1.0
29715,46987,1.0
29715,62992,1.0
29715,61221,1.0
29715,51891,1.0
29715,54344,2.0
29715,48256,1.0
29715,68922,1.0
29715,60521,1.0
29715,59423,1.0
29715,49188,1.0
29717,58199,1.0
29717,54038,1.0
29717,45812,1.0
29717,65969,1.0
29717,71076,1.0
29717,46518,1.0
29717,45420,1.0
29717,59641,1.0
29717,43237,1.0
29717,35639,1.0
29717,37662,1.0
29717,70940,1.0
29717,47640,1.0
29717,63479,1.0
29717,52146,1.0
29717,43446,1.0
29717,66505,1.0
29717,62992,2.0
29717,63866,1.0
29717,39009,2.0
29717,60494,1.0
29717,48256,1.0
29717,55081,1.0
29717,49840,1.0
29717,36335,1.0
29717,48141,1.0
29717,41220,1.0
29718,52146,1.0
29719,58199,1.0
29720,49092,1.0
29721,54901,1.0
29721,60309,1.0
29721,60842,1.0
29721,39822,1.0
29725,38584,1.0
29727,37504,1.0
29728,36042,1.0
29729,52176,1.0
29730,56508,1.0
29732,62295,1.0
29733,35724,1.0
29736,37784,1.0
29738,65181,1.0
29738,66046,1.0
29738,63923,1.0
29740,71065,1.0
29742,59455,1.0
29743,40056,1.0
29744,34955,1.0
29744,70247,1.0
29744,64657,1.0
29744,29744,1.0
29744,69037,1.0
29744,59284,2.0
29744,60494,1.0
29744,35639,1.0
29744,49840,1.0
29745,35724,1.0
29745,52894,1.0
29745,36042,1.0
29745,39290,1.0
29746,51095,1.0
29747,67440,1.0
29747,35878,1.0
29748,64168,1.0
29748,34608,1.0
29750,71065,1.0
29751,67072,1.0
29752,56133,1.0
29752,44501,1.0
29753,50757,1.0
29755,58199,1.0
29755,56891,1.0
29756,41332,1.0
29757,29757,1.0
29758,65629,1.0
29759,46644,1.0
29759,35918,1.0
29759,31409,1.0
29759,38386,1.0
29759,41511,1.0
29759,30377,2.0
29759,34685,1.0
29760,58199,1.0
29761,35742,1.0
29764,71065,1.0
29765,46545,1.0
29766,31958,1.0
29766,70074,1.0
29766,56873,1.0
29766,32547,1.0
29766,51569,1.0
29766,45277,1.0
29766,57809,1.0
29766,44415,1.0
29767,57805,1.0
29768,41623,1.0
29770,51549,3.0
29770,38181,1.0
29770,44093,2.0
29770,29770,1.0
29770,32231,1.0
29770,70183,1.0
29770,43312,1.0
29770,69499,1.0
29770,41539,2.0
29770,64429,1.0
29770,41068,3.0
29770,66367,2.0
29772,38921,1.0
29775,71065,1.0
29775,39362,1.0
29776,31125,1.0
29776,67725,1.0
29777,39095,1.0
29780,30899,1.0
29781,63872,1.0
29781,63931,1.0
29781,35141,1.0
29781,29867,1.0
29781,39496,1.0
29781,38311,1.0
29781,66108,1.0
29781,35724,2.0
29782,40479,1.0
29784,36665,1.0
29786,59473,1.0
29788,58340,1.0
29788,52129,1.0
29789,35724,1.0
29789,39290,1.0
29790,62865,1.0
29791,50858,1.0
29791,58340,1.0
29791,51892,1.0
29795,38614,1.0
29795,35724,1.0
29797,62374,1.0
29797,68829,1.0
29797,67195,1.0
29800,62374,1.0
29800,68829,1.0
29800,67195,1.0
29801,58139,1.0
29802,32907,1.0
29803,35724,2.0
29805,62374,1.0
29805,68829,1.0
29805,67195,1.0
29806,41207,1.0
29807,35823,1.0
29807,31134,1.0
29807,70632,1.0
29808,41207,1.0
29810,55988,1.0
29812,41073,1.0
29813,62374,1.0
29813,68829,1.0
29813,67195,1.0
29814,57805,1.0
29815,58139,1.0
29816,40545,1.0
29817,67008,1.0
29818,58139,1.0
29819,60687,1.0
29820,44753,1.0
29821,52166,1.0
29822,67725,1.0
29823,60953,1.0
29823,37374,1.0
29823,55575,1.0
29823,39557,1.0
29823,52231,1.0
29823,46987,1.0
29823,51378,1.0
29823,59744,1.0
29824,47161,1.0
29824,35724,1.0
29824,39290,1.0
29826,70070,1.0
29827,44413,1.0
29829,59196,1.0
29830,54455,1.0
29830,55299,1.0
29830,64184,1.0
29830,47048,1.0
29830,38614,1.0
29831,63931,1.0
29832,67440,2.0
29833,42048,1.0
29834,52146,1.0
29835,57805,1.0
29836,32907,1.0
29836,64184,1.0
29836,39358,1.0
29836,35419,1.0
29836,35724,1.0
29837,31697,1.0
29840,65833,1.0
29841,47017,1.0
29841,39009,1.0
29841,62878,1.0
29841,60521,2.0
29841,35353,1.0
29841,62992,1.0
29842,32693,1.0
29843,51769,1.0
29844,54455,1.0
29844,37504,1.0
29844,62992,1.0
29844,47675,1.0
29845,34219,1.0
29845,39290,1.0
29845,48637,1.0
29845,38614,1.0
29846,51522,1.0
29847,39882,1.0
29848,50335,23.0
29848,35724,1.0
29848,32252,1.0
29849,58139,1.0
29851,52146,1.0
29851,69764,1.0
29851,68955,1.0
29851,69338,1.0
29852,44699,1.0
29852,34955,1.0
29852,32907,1.0
29852,35724,4.0
29852,39290,1.0
29852,38614,2.0
29852,63872,1.0
29853,41353,1.0
29854,35370,2.0
29857,62374,1.0
29857,68829,1.0
29857,67195,1.0
29858,51948,3.0
29858,41000,2.0
29861,62374,1.0
29861,68829,1.0
29861,67195,1.0
29862,56560,1.0
29863,47392,1.0
29864,66909,1.0
29864,60601,1.0
29865,32870,1.0
29865,62538,2.0
29865,54421,1.0
29865,45023,1.0
29865,65708,1.0
29865,64372,2.0
29865,51670,1.0
29865,47884,1.0
29865,62676,1.0
29867,47929,1.0
29867,30265,1.0
29867,40583,1.0
29867,54049,2.0
29867,43013,1.0
29867,43886,1.0
29867,31975,1.0
29867,43892,1.0
29867,56707,1.0
29867,71019,1.0
29867,68501,4.0
29867,46231,1.0
29867,35724,1.0
29867,65597,1.0
29867,32907,2.0
29867,35180,1.0
29867,62581,1.0
29867,47100,4.0
29867,47307,1.0
29867,30647,1.0
29867,61865,1.0
29867,55331,1.0
29867,42534,1.0
29867,34424,1.0
29867,51843,1.0
29867,54332,1.0
29867,51658,1.0
29867,45762,1.0
29867,47687,1.0
29867,68325,1.0
29867,55778,1.0
29867,37453,1.0
29867,63944,1.0
29867,32095,1.0
29867,45915,1.0
29867,48001,1.0
29867,35910,1.0
29867,65085,1.0
29867,49292,1.0
29867,61006,1.0
29867,59129,1.0
29867,38456,2.0
29867,38865,1.0
29867,32544,1.0
29867,67320,1.0
29867,62356,1.0
29867,35430,1.0
29867,70677,1.0
29867,70521,2.0
29867,41073,1.0
29867,68729,1.0
29867,49872,1.0
29867,51578,1.0
29867,37650,1.0
29867,39290,1.0
29867,31709,1.0
29867,33386,1.0
29867,34543,1.0
29867,56825,1.0
29867,30312,1.0
29867,58097,1.0
29867,39567,1.0
29867,61065,2.0
29867,67359,2.0
29867,54418,1.0
29867,39438,1.0
29867,50466,1.0
29867,61971,3.0
29868,59015,1.0
29869,57805,1.0
29871,38321,1.0
29872,46012,1.0
29872,49648,1.0
29875,65114,3.0
29875,44356,1.0
29875,68818,1.0
29877,58139,1.0
29878,49092,1.0
29882,67933,1.0
29883,56534,1.0
29884,36521,1.0
29884,52176,1.0
29887,68537,1.0
29888,53191,1.0
29888,36537,1.0
29888,39882,1.0
29888,40485,1.0
29889,58139,1.0
29890,43187,1.0
29891,37750,1.0
29892,52131,1.0
29893,51095,1.0
29895,51569,1.0
29896,43210,1.0
29898,39290,1.0
29898,66919,1.0
29899,60521,1.0
29900,52249,1.0
29901,57805,1.0
29902,63604,1.0
29902,70457,1.0
29903,66046,2.0
29904,46987,1.0
29905,49891,1.0
29906,62865,1.0
29906,40331,1.0
29906,67614,1.0
29908,52176,1.0
29909,70509,1.0
29912,40331,1.0
29914,37709,1.0
29914,32693,1.0
29914,43111,3.0
29914,42029,1.0
29914,59781,1.0
29914,35539,1.0
29917,39497,1.0
29918,57805,1.0
29919,34955,1.0
29919,62802,1.0
29919,70457,1.0
29919,50872,1.0
29919,70158,1.0
29919,36796,1.0
29919,69023,1.0
29919,57534,1.0
29921,62865,1.0
29923,37879,1.0
29924,58199,2.0
29924,51891,4.0
29926,58139,1.0
29927,48273,1.0
29929,34904,1.0
29930,68818,1.0
29930,65114,2.0
29932,62865,1.0
29933,52146,1.0
29933,60255,1.0
29934,60607,1.0
29936,44821,1.0
29938,67725,1.0
29939,35724,1.0
29940,57805,1.0
29943,45342,1.0
29944,70457,1.0
29946,46987,1.0
29947,66559,1.0
29948,68221,1.0
29949,31007,1.0
29951,58792,1.0
29951,53304,1.0
29951,59318,1.0
29951,51351,1.0
29951,69802,1.0
29951,60101,1.0
29951,69939,1.0
29951,35468,1.0
29951,35952,1.0
29952,68955,1.0
29954,47399,1.0
29955,60687,1.0
29956,35724,1.0
29956,39290,1.0
29957,46153,1.0
29958,35724,1.0
29959,61551,1.0
29960,57805,1.0
29961,67614,1.0
29962,62374,1.0
29962,68829,1.0
29962,67195,1.0
29963,32984,1.0
29964,70457,2.0
29964,52146,1.0
29965,30551,1.0
29966,32082,1.0
29966,69489,1.0
29966,64004,1.0
29966,64006,1.0
29966,64863,1.0
29966,55536,1.0
29966,51891,1.0
29966,60309,2.0
29966,37329,1.0
29966,56137,1.0
29966,69050,1.0
29966,68908,1.0
29966,49076,1.0
29966,47478,1.0
29966,55023,1.0
29968,69439,1.0
29968,42487,1.0
29968,36130,1.0
29969,60255,1.0
29970,63371,1.0
29971,31003,1.0
29972,58139,1.0
29973,57805,1.0
29975,58139,1.0
29976,44699,1.0
29976,35370,1.0
29976,41258,1.0
29976,57355,1.0
29976,41987,1.0
29976,51940,1.0
29976,32352,1.0
29976,49711,1.0
29976,68545,1.0
29976,40376,1.0
29976,62992,1.0
29976,60953,1.0
29976,46987,1.0
29977,38921,1.0
29978,60255,1.0
29979,33351,2.0
29979,32396,1.0
29979,31993,2.0
29980,50335,1.0
29981,60255,1.0
29983,55081,1.0
29983,52146,1.0
29983,68205,1.0
29984,46089,1.0
29984,51254,1.0
29985,35365,1.0
29986,33872,1.0
29989,56372,1.0
29989,61959,1.0
29991,48802,1.0
29991,57759,1.0
29991,46342,1.0
29991,53820,1.0
29991,32988,1.0
29991,46134,1.0
29991,37099,1.0
29991,57189,1.0
29991,47632,1.0
29991,34684,1.0
29995,31003,1.0
29996,41877,1.0
29996,66046,1.0
29997,48745,1.0
29999,67501,1.0
29999,51536,1.0
30001,30171,1.0
30001,43968,1.0
30002,61710,1.0
30004,52131,1.0
30004,50511,1.0
30004,51891,1.0
30004,65969,1.0
30005,36335,1.0
30006,35724,1.0
30007,70070,1.0
30008,44753,1.0
30010,51121,1.0
30011,45454,1.0
30012,31125,1.0
30013,64184,1.0
30013,35724,1.0
30013,55608,1.0
30013,34219,1.0
30013,64682,1.0
30013,63931,1.0
30014,54455,1.0
30015,47017,1.0
30016,62374,1.0
30016,68829,1.0
30016,67195,1.0
30017,32907,1.0
30017,31993,1.0
30020,39590,1.0
30021,60272,1.0
30022,70730,1.0
30023,33655,2.0
30024,53461,1.0
30024,64682,1.0
30025,52131,1.0
30025,63604,1.0
30025,35370,1.0
30026,58199,1.0
30026,43210,1.0
30026,46987,1.0
30027,34976,1.0
30029,52249,1.0
30030,62374,1.0
30030,68829,1.0
30030,67195,1.0
30033,58139,1.0
30034,36442,1.0
30037,58139,1.0
30038,31597,1.0
30040,40443,1.0
30041,34219,1.0
30042,45454,1.0
30044,62098,1.0
30045,70070,1.0
30046,42792,1.0
30048,55299,1.0
30050,64184,1.0
30051,40331,1.0
30051,71065,1.0
30052,57805,1.0
30054,57805,1.0
30055,62610,1.0
30055,43801,1.0
30056,46677,1.0
30056,30694,1.0
30057,44365,1.0
30059,54007,1.0
30060,32907,1.0
30060,62849,1.0
30060,30515,4.0
30060,35718,1.0
30060,47549,1.0
30060,39511,1.0
30060,59205,1.0
30060,63931,1.0
30060,47161,1.0
30060,39851,1.0
30060,64184,1.0
30062,55299,1.0
30062,38552,1.0
30062,35724,3.0
30062,55608,1.0
30063,47100,1.0
30063,56252,1.0
30063,50335,1.0
30063,48445,1.0
30063,57402,1.0
30064,33072,2.0
30064,46347,5.0
30064,42941,1.0
30064,40848,1.0
30064,67323,1.0
30064,60966,1.0
30064,32220,1.0
30064,30064,12.0
30064,52046,1.0
30064,40365,1.0
30064,57934,3.0
30064,48536,2.0
30064,60457,1.0
30064,36772,5.0
30064,58698,1.0
30064,33137,2.0
30064,43489,1.0
30064,69701,1.0
30065,42029,1.0
30065,61959,1.0
30066,40562,1.0
30067,40907,1.0
30068,67460,1.0
30069,46596,1.0
30070,58139,1.0
30071,43173,1.0
30071,33712,1.0
30073,58957,1.0
30075,59196,1.0
30078,71549,1.0
30078,40116,1.0
30079,52758,1.0
30080,38933,1.0
30080,50705,1.0
30080,58199,1.0
30080,42347,1.0
30081,47399,1.0
30084,36298,1.0
30085,39009,1.0
30086,57805,1.0
30088,56133,1.0
30088,44501,1.0
30090,66864,1.0
30091,47017,1.0
30093,32907,1.0
30093,66919,1.0
30093,71065,1.0
30094,62180,1.0
30095,37477,1.0
30095,62992,1.0
30098,60255,1.0
30100,52146,1.0
30100,47663,5.0
30100,64643,1.0
30100,51378,1.0
30100,35609,1.0
30101,43596,1.0
30102,34219,1.0
30104,58139,1.0
30107,69690,1.0
30110,58139,1.0
30111,70137,1.0
30112,59655,1.0
30113,63931,1.0
30114,34955,1.0
30115,50804,1.0
30116,41792,1.0
30117,32692,1.0
30117,63533,1.0
30117,41952,1.0
30117,31330,1.0
30118,62311,1.0
30119,51048,1.0
30119,38616,1.0
30119,32907,1.0
30119,65821,1.0
30119,35724,2.0
30119,52176,1.0
30119,48445,1.0
30119,39290,1.0
30120,70173,1.0
30121,37879,1.0
30125,67072,1.0
30126,70134,1.0
30128,58139,1.0
30129,33005,1.0
30129,39290,4.0
30129,31993,1.0
30129,38614,1.0
30129,63931,1.0
30129,35724,8.0
30131,43968,1.0
30133,50117,1.0
30134,37770,1.0
30135,32907,1.0
30135,59196,2.0
30137,47399,1.0
30138,40331,1.0
30139,53915,1.0
30140,70179,1.0
30141,65629,1.0
30141,66864,1.0
30143,36884,1.0
30143,58793,1.0
30146,36233,1.0
30147,60255,1.0
30148,59423,1.0
30148,51892,1.0
30148,45493,1.0
30148,34026,1.0
30148,40271,1.0
30148,35370,1.0
30149,70070,1.0
30153,65629,1.0
30155,51593,1.0
30155,70033,1.0
30155,32252,1.0
30155,42350,2.0
30157,57805,1.0
30159,35742,1.0
30160,47399,1.0
30162,47048,1.0
30166,34802,1.0
30166,37750,1.0
30166,52176,1.0
30167,60255,1.0
30168,70179,1.0
30168,46987,1.0
30168,62992,1.0
30170,58139,1.0
30173,64936,1.0
30174,42812,1.0
30174,52531,1.0
30175,70887,1.0
30176,67380,1.0
30177,70070,1.0
30180,34219,1.0
30181,30720,1.0
30181,50818,2.0
30181,41491,1.0
30184,66046,1.0
30186,51121,1.0
30187,34219,1.0
30187,57907,1.0
30188,32693,1.0
30188,57943,1.0
30188,70180,1.0
30188,35414,1.0
30188,53498,1.0
30188,51892,1.0
30188,70864,1.0
30188,53346,1.0
30188,47392,1.0
30188,58420,1.0
30188,46292,1.0
30188,62992,1.0
30188,36335,1.0
30189,58139,1.0
30190,57318,1.0
30190,63768,1.0
30191,46987,1.0
30192,39290,1.0
30192,63931,1.0
30192,60687,2.0
30192,44169,1.0
30192,35724,1.0
30193,30384,1.0
30194,33983,1.0
30195,47051,1.0
30196,50379,1.0
30196,32782,1.0
30198,65181,1.0
30198,66046,1.0
30200,71106,1.0
30200,71509,1.0
30202,57714,1.0
30204,71065,1.0
30204,46987,1.0
30205,34955,1.0
30207,69689,1.0
30209,63663,1.0
30209,44433,1.0
30210,33157,1.0
30211,38181,1.0
30211,62446,2.0
30211,60517,1.0
30211,46640,1.0
30211,65882,1.0
30211,68321,1.0
30211,62176,2.0
30211,30629,1.0
30211,64992,2.0
30211,63255,1.0
30212,59744,1.0
30212,69764,1.0
30214,58139,1.0
30215,53273,1.0
30216,39219,1.0
30217,40285,1.0
30218,54235,1.0
30219,52894,1.0
30221,52249,1.0
30222,60255,1.0
30223,41877,1.0
30223,66046,1.0
30224,50872,1.0
30228,58139,1.0
30229,52249,1.0
30229,58139,1.0
30230,63831,1.0
30232,34219,1.0
30232,50201,1.0
30232,45447,1.0
30234,68580,1.0
30234,46987,1.0
30237,58139,1.0
30238,51892,1.0
30238,61013,1.0
30238,54745,2.0
30240,41877,1.0
30240,46209,1.0
30242,35724,1.0
30242,53648,1.0
30243,58139,1.0
30245,50872,1.0
30245,60255,1.0
30246,57888,1.0
30248,40907,1.0
30249,70887,1.0
30250,31509,1.0
30250,64506,1.0
30251,50117,1.0
30252,35724,3.0
30252,39290,1.0
30254,61959,2.0
30255,52669,1.0
30255,42669,1.0
30256,58139,1.0
30257,36749,1.0
30258,58139,1.0
30259,59996,1.0
30260,69401,1.0
30261,37978,1.0
30262,58139,1.0
30263,37248,1.0
30264,65821,1.0
30266,51536,2.0
30267,58139,1.0
30268,57422,1.0
30270,39399,1.0
30270,57836,1.0
30270,66677,1.0
30270,35724,1.0
30270,31525,1.0
30270,45357,1.0
30270,59107,1.0
30270,37978,1.0
30270,39290,1.0
30271,58139,1.0
30272,58139,1.0
30273,33709,1.0
30274,71065,1.0
30275,54967,1.0
30275,54455,1.0
30275,55299,1.0
30275,55322,1.0
30275,69401,1.0
30275,46308,1.0
30275,64682,1.0
30275,32252,1.0
30275,35724,1.0
30276,60070,1.0
30277,60687,1.0
30278,60687,1.0
30279,59712,1.0
30280,67614,1.0
30281,55076,1.0
30281,60721,1.0
30281,61442,1.0
30281,52631,1.0
30282,64482,1.0
30282,46301,1.0
30282,47364,1.0
30282,35134,1.0
30282,40740,1.0
30282,70475,1.0
30282,64199,1.0
30282,31268,1.0
30282,59553,1.0
30282,31653,1.0
30283,63448,1.0
30284,66097,1.0
30285,57805,1.0
30286,53519,1.0
30287,63448,1.0
30289,71229,1.0
30290,62481,1.0
30292,34501,1.0
30293,57805,1.0
30294,32907,1.0
30294,39097,1.0
30295,31231,1.0
30297,57805,1.0
30298,39009,1.0
30299,62865,1.0
30301,39520,2.0
30301,67725,1.0
30302,48309,1.0
30303,41207,1.0
30305,58139,1.0
30306,32907,1.0
30309,35724,1.0
30310,58139,1.0
30312,50335,1.0
30312,39511,1.0
30312,55376,1.0
30312,64184,1.0
30312,31525,1.0
30312,50133,1.0
30312,46320,1.0
30312,34219,1.0
30312,33041,1.0
30312,42254,1.0
30312,37978,1.0
30312,48445,1.0
30312,63931,2.0
30312,54455,1.0
30312,32907,1.0
30312,47450,1.0
30312,39358,1.0
30312,60687,1.0
30312,35724,16.0
30312,39290,3.0
30312,31993,3.0
30312,48831,1.0
30312,53440,1.0
30312,30515,1.0
30312,56252,1.0
30312,59261,1.0
30312,44169,1.0
30312,36042,1.0
30313,43210,1.0
30314,31125,1.0
30316,62481,1.0
30318,40271,1.0
30319,68545,1.0
30320,38614,1.0
30320,50587,1.0
30320,59573,1.0
30322,67063,1.0
30325,50623,1.0
30327,57888,1.0
30328,45812,1.0
30330,58085,1.0
30330,67380,1.0
30331,32693,1.0
30332,60255,1.0
30333,45812,1.0
30333,34219,1.0
30335,60255,1.0
30336,32693,1.0
30337,67725,1.0
30338,50823,1.0
30343,70070,1.0
30345,61957,1.0
30345,53018,1.0
30345,64238,1.0
30345,44714,1.0
30346,39520,1.0
30347,58370,2.0
30347,30347,1.0
30350,31635,2.0
30350,61377,1.0
30352,44375,1.0
30353,62865,1.0
30354,45454,1.0
30359,46202,1.0
30360,58139,1.0
30361,47399,1.0
30361,40331,1.0
30363,46819,1.0
30364,30551,1.0
30365,34668,1.0
30365,35724,3.0
30367,68537,1.0
30369,37750,1.0
30370,46516,1.0
30372,47863,1.0
30374,38320,1.0
30375,32907,1.0
30376,35539,1.0
30377,68302,2.0
30377,35918,2.0
30377,41511,2.0
30378,52249,1.0
30379,41085,1.0
30380,54455,1.0
30380,54935,1.0
30381,50117,1.0
30382,57805,1.0
30383,30722,1.0
30383,39497,1.0
30384,51876,1.0
30384,64276,1.0
30384,52162,1.0
30384,68969,1.0
30384,55929,1.0
30384,62202,1.0
30384,48160,1.0
30384,31260,1.0
30384,57893,1.0
30384,37468,1.0
30384,68631,1.0
30384,40374,1.0
30384,68014,1.0
30384,47437,1.0
30384,39469,1.0
30384,50069,1.0
30384,43562,1.0
30384,49930,1.0
30384,61525,1.0
30384,34379,1.0
30384,62837,1.0
30384,38651,1.0
30384,34465,1.0
30384,31141,1.0
30384,50446,1.0
30384,47519,1.0
30384,52771,1.0
30384,68317,1.0
30384,70910,1.0
30384,56741,1.0
30384,56316,1.0
30384,54623,1.0
30384,64369,1.0
30384,33242,1.0
30384,44276,1.0
30384,49334,1.0
30384,37941,1.0
30385,35724,1.0
30385,33005,1.0
30385,64682,1.0
30386,44394,1.0
30386,38986,1.0
30386,49850,1.0
30387,45065,1.0
30388,42129,1.0
30389,62374,1.0
30389,68829,1.0
30389,67195,1.0
30391,40907,1.0
30392,57057,1.0
30393,38614,1.0
30393,62865,1.0
30395,48976,3.0
30395,35118,1.0
30395,35724,1.0
30396,67725,1.0
30397,53970,1.0
30398,41027,1.0
30399,45974,1.0
30399,48782,3.0
30399,57911,2.0
30399,68548,1.0
30399,50902,1.0
30400,70457,1.0
30404,70198,1.0
30404,54445,1.0
30404,58141,1.0
30404,35773,1.0
30404,58286,1.0
30404,55161,1.0
30404,58480,2.0
30404,35361,1.0
30405,60070,1.0
30405,39095,1.0
30409,58139,1.0
30410,58139,1.0
30411,57805,1.0
30413,35724,2.0
30413,54455,1.0
30414,71065,1.0
30416,52131,1.0
30416,44753,1.0
30416,58199,1.0
30416,59423,1.0
30418,52176,1.0
30419,45454,1.0
30420,68545,1.0
30421,40331,1.0
30422,39497,1.0
30423,58139,1.0
30424,39290,1.0
30424,35724,1.0
30425,51211,1.0
30425,35331,1.0
30425,68739,1.0
30425,49113,1.0
30425,55134,1.0
30425,69428,1.0
30425,54448,1.0
30425,70021,1.0
30425,67002,1.0
30425,35019,1.0
30425,61728,1.0
30425,68915,1.0
30425,33019,1.0
30425,37593,1.0
30425,43486,1.0
30425,54732,1.0
30426,63931,1.0
30428,70070,2.0
30429,31003,1.0
30430,58199,1.0
30430,59865,1.0
30430,46987,1.0
30431,52249,1.0
30432,71525,1.0
30433,53684,1.0
30433,64347,1.0
30435,51892,1.0
30437,32907,1.0
30438,60521,1.0
30440,34955,1.0
30440,66412,1.0
30440,67761,1.0
30440,45420,1.0
30440,58518,1.0
30440,33108,1.0
30440,40376,1.0
30441,37879,1.0
30442,35724,2.0
30443,62914,1.0
30445,62865,1.0
30445,40331,1.0
30445,70363,1.0
30445,55345,1.0
30445,47399,1.0
30445,71065,1.0
30446,31993,1.0
30448,36124,1.0
30448,52438,1.0
30448,70178,1.0
30448,70536,1.0
30448,36039,1.0
30448,55164,1.0
30449,45357,1.0
30451,59321,1.0
30452,50117,1.0
30453,31958,1.0
30453,57809,1.0
30453,51569,1.0
30455,32907,1.0
30455,62865,1.0
30455,51892,1.0
30455,46987,1.0
30455,67614,1.0
30459,58139,1.0
30460,66046,1.0
30461,31503,1.0
30462,34955,1.0
30462,51169,1.0
30463,61959,1.0
