Source,Target,weight
4726,69178,1.0
4726,39503,1.0
4726,47260,1.0
4726,37910,1.0
4726,40952,1.0
4726,58459,2.0
4726,47942,1.0
4726,37782,1.0
4726,39513,2.0
4726,12469,1.0
4726,24876,1.0
4726,63004,1.0
4726,52092,1.0
4726,50420,1.0
4726,34357,3.0
4726,31670,1.0
4726,64776,1.0
4726,58578,1.0
4726,35086,1.0
4726,59678,1.0
4726,61531,1.0
4726,5905,2.0
4726,41737,1.0
4726,53648,1.0
4726,31265,1.0
4726,51824,1.0
4726,71535,1.0
4726,47285,1.0
4726,35093,1.0
4726,26799,2.0
4726,35095,1.0
4726,38843,1.0
4726,58195,1.0
4726,23792,1.0
4726,53206,1.0
4726,30556,2.0
4726,68442,1.0
4726,23796,1.0
4726,37341,1.0
4726,38450,1.0
4726,26737,1.0
4726,11704,1.0
4726,51843,5.0
4726,43121,1.0
4726,26055,2.0
4726,35358,1.0
4726,32140,1.0
4726,28350,2.0
4726,26110,1.0
4726,57481,1.0
4726,27205,1.0
4726,7070,4.0
4726,24890,1.0
4726,52971,3.0
4726,36220,1.0
4726,23813,1.0
4726,63416,1.0
4726,31711,1.0
4726,67486,1.0
4726,15933,1.0
4726,58398,1.0
4726,70899,1.0
4726,18728,1.0
4726,47326,1.0
4726,49973,1.0
4726,38481,1.0
4726,15774,1.0
4726,60544,1.0
4726,58480,1.0
4726,47250,1.0
4726,42903,2.0
4726,52998,1.0
4726,41789,1.0
4726,30183,3.0
4726,10404,1.0
4726,64846,1.0
4726,39581,2.0
4726,13024,1.0
4726,40709,2.0
4726,17469,1.0
4726,14798,1.0
4726,71068,1.0
4726,64184,1.0
4726,45133,1.0
4726,22637,1.0
4726,69299,2.0
4726,40465,1.0
4726,21595,1.0
4726,60822,3.0
4726,54158,1.0
4726,56707,1.0
4726,46260,1.0
4726,20461,3.0
4726,50596,2.0
4726,56426,1.0
4726,51900,1.0
4726,66410,2.0
4726,44503,1.0
4726,22724,1.0
4726,50783,1.0
4726,46268,1.0
4726,63115,1.0
4726,33922,1.0
4726,54455,1.0
4726,48228,1.0
4726,66422,1.0
4726,46278,1.0
4726,34089,3.0
4726,70897,1.0
4726,23872,1.0
4726,65122,1.0
4726,54252,1.0
4726,66427,1.0
4726,16356,1.0
4726,15582,1.0
4726,46813,1.0
4726,61865,1.0
4726,55331,1.0
4726,17873,2.0
4726,65328,1.0
4726,53651,1.0
4726,67563,1.0
4726,14841,1.0
4726,42958,1.0
4726,20487,1.0
4726,7061,1.0
4726,42962,1.0
4726,69471,1.0
4726,13550,1.0
4726,7161,1.0
4726,59795,1.0
4726,53943,1.0
4726,15195,1.0
4726,70918,1.0
4726,67723,2.0
4726,49004,1.0
4726,9394,1.0
4726,12620,1.0
4726,8615,1.0
4726,68686,1.0
4726,7006,2.0
4726,63243,3.0
4726,10465,3.0
4726,45193,1.0
4726,70489,1.0
4726,20498,3.0
4726,43195,1.0
4726,45915,1.0
4726,35910,2.0
4726,25016,1.0
4726,26179,1.0
4726,56609,1.0
4726,44098,1.0
4726,15197,1.0
4726,36337,1.0
4726,61245,1.0
4726,26903,1.0
4726,48569,1.0
4726,18281,2.0
4726,4953,3.0
4726,25337,1.0
4726,67256,1.0
4726,56815,1.0
4726,31407,1.0
4726,38565,1.0
4726,29911,1.0
4726,41885,1.0
4726,31955,2.0
4726,54229,1.0
4726,63526,2.0
4726,27505,1.0
4726,35241,1.0
4726,57273,1.0
4726,16433,1.0
4726,37046,1.0
4726,63188,1.0
4726,38578,2.0
4726,22805,1.0
4726,12625,3.0
4726,11569,1.0
4726,47450,3.0
4726,44134,1.0
4726,57621,1.0
4726,32911,1.0
4726,67622,3.0
4726,70251,1.0
4726,38095,1.0
4726,13696,1.0
4726,27345,2.0
4726,11985,1.0
4726,46356,1.0
4726,63659,1.0
4726,62274,1.0
4726,54556,1.0
4726,64588,1.0
4726,53114,1.0
4726,48604,1.0
4726,59025,2.0
4726,54758,1.0
4726,44157,1.0
4726,36659,1.0
4726,10523,2.0
4726,58857,1.0
4726,57041,1.0
4726,49755,1.0
4726,41922,2.0
4726,6210,1.0
4726,50886,3.0
4726,43499,1.0
4726,12645,2.0
4726,54816,1.0
4726,30172,1.0
4726,18607,1.0
4726,8087,1.0
4726,34727,1.0
4726,59877,1.0
4726,69868,1.0
4726,21707,1.0
4726,27374,1.0
4726,24795,1.0
4726,5778,1.0
4726,22851,1.0
4726,6188,1.0
4726,40849,1.0
4726,38613,1.0
4726,51944,1.0
4726,13373,1.0
4726,28985,1.0
4726,26249,1.0
4726,25100,1.0
4726,64982,1.0
4726,59893,1.0
4726,48644,1.0
4726,43068,1.0
4726,68774,1.0
4726,9481,3.0
4726,11164,1.0
4726,47511,1.0
4726,24001,2.0
4726,19462,1.0
4726,53159,1.0
4726,48224,1.0
4726,63183,1.0
4726,16119,2.0
4726,17272,1.0
4726,55146,1.0
4726,5176,1.0
4726,36433,1.0
4726,49793,1.0
4726,19470,1.0
4726,16886,2.0
4726,20602,1.0
4726,71031,1.0
4726,20603,1.0
4726,66552,1.0
4726,7268,1.0
4726,9498,1.0
4726,9500,1.0
4726,31908,1.0
4726,38654,1.0
4726,55832,1.0
4726,55153,1.0
4726,64022,1.0
4726,71039,1.0
4726,29898,1.0
4726,63272,1.0
4726,62165,1.0
4726,56444,1.0
4726,60991,1.0
4726,59609,1.0
4726,68501,2.0
4726,27423,2.0
4726,47543,1.0
4726,6420,1.0
4726,5091,1.0
4726,43927,3.0
4726,22904,1.0
4726,48685,1.0
4726,69919,1.0
4726,58831,1.0
4726,37638,1.0
4726,36467,1.0
4726,41698,3.0
4726,39782,1.0
4726,13866,2.0
4726,19960,2.0
4726,45334,6.0
4726,7296,3.0
4726,13900,1.0
4726,41999,7.0
4726,6018,1.0
4726,35361,1.0
4726,70852,1.0
4726,14071,1.0
4726,6595,1.0
4726,55959,1.0
4726,35165,1.0
4726,9538,1.0
4726,50979,1.0
4726,30642,1.0
4726,62192,2.0
4726,21071,1.0
4726,67261,1.0
4726,35373,1.0
4726,15177,1.0
4726,57748,7.0
4726,26079,1.0
4726,7767,1.0
4726,33293,2.0
4726,11689,2.0
4726,36490,1.0
4726,13889,1.0
4726,7321,1.0
4726,57756,4.0
4726,20794,1.0
4726,26324,1.0
4726,52416,1.0
4726,53224,2.0
4726,47577,1.0
4726,45762,1.0
4726,69957,4.0
4726,53228,1.0
4726,46479,1.0
4726,21727,1.0
4726,44258,1.0
4726,51001,2.0
4726,46481,1.0
4726,21753,1.0
4726,24438,1.0
4726,49866,1.0
4726,33912,1.0
4726,43140,1.0
4726,22948,1.0
4726,23748,1.0
4726,19547,1.0
4726,69318,1.0
4726,22953,1.0
4726,52123,1.0
4726,52124,1.0
4726,63335,1.0
4726,55530,1.0
4726,49871,3.0
4726,42046,2.0
4726,37650,1.0
4726,51364,1.0
4726,64964,1.0
4726,67759,1.0
4726,60734,1.0
4726,26355,1.0
4726,62237,1.0
4726,56260,1.0
4726,26399,1.0
4726,69050,1.0
4726,39836,1.0
4726,49307,1.0
4726,48982,1.0
4726,71172,1.0
4726,21839,2.0
4726,69990,1.0
4726,33126,1.0
4726,34254,2.0
4726,30504,3.0
4726,16574,1.0
4726,39843,1.0
4726,53062,1.0
4726,21845,3.0
4726,59589,4.0
4726,22985,1.0
4726,65560,2.0
4726,46516,1.0
4726,19585,1.0
4726,36500,1.0
4726,52160,1.0
4726,65564,4.0
4726,68895,2.0
4726,18263,1.0
4726,10680,1.0
4726,55568,1.0
4726,5632,6.0
4726,65566,1.0
4726,22994,1.0
4726,64458,2.0
4726,52359,1.0
4726,35445,1.0
4726,35446,1.0
4726,26776,1.0
4726,63627,1.0
4726,44090,1.0
4726,64707,1.0
4726,64782,1.0
4726,45423,3.0
4726,14108,1.0
4726,68421,2.0
4726,51234,3.0
4726,13082,1.0
4726,55585,1.0
4726,68914,3.0
4726,17404,2.0
4726,7399,2.0
4726,17405,1.0
4726,56709,1.0
4726,5480,1.0
4726,35721,1.0
4726,57839,1.0
4726,30906,2.0
4726,5297,1.0
4726,71318,1.0
4726,5174,2.0
4726,33876,1.0
4726,44636,1.0
4726,17413,1.0
4726,59882,1.0
4726,40956,1.0
4726,47195,1.0
4726,33186,1.0
4726,44827,1.0
4726,63405,1.0
4726,24104,1.0
4726,6702,2.0
4726,16282,1.0
4726,39908,1.0
4726,51088,1.0
4726,70056,1.0
4726,43248,1.0
4726,66747,1.0
4726,5198,1.0
4726,17884,1.0
4726,56078,2.0
4726,6332,1.0
4726,63426,1.0
4726,58968,1.0
4726,33667,1.0
4726,28278,1.0
4726,29225,2.0
4726,42058,2.0
4726,26446,1.0
4726,37750,1.0
4726,46594,1.0
4726,41320,1.0
4726,47616,1.0
4726,30150,1.0
4726,47118,1.0
4726,38818,1.0
4726,37760,1.0
4726,62332,1.0
4726,15416,1.0
4726,67867,2.0
4726,11371,1.0
4726,16316,1.0
4726,53363,2.0
4726,48879,1.0
4726,12920,1.0
4726,28770,2.0
4726,28772,1.0
4726,33849,1.0
4726,10671,1.0
4726,11817,1.0
4726,16328,1.0
4726,14042,2.0
4726,6373,1.0
4726,71230,1.0
4726,14045,2.0
4726,40243,4.0
4726,50006,1.0
4726,23092,1.0
4726,34073,4.0
4726,13726,1.0
4726,35959,1.0
4726,65662,4.0
4726,18584,1.0
4726,56869,2.0
4726,38854,1.0
4726,63083,2.0
4726,24467,3.0
4726,16343,1.0
4726,7138,1.0
4726,11839,1.0
4726,16205,1.0
4726,24372,1.0
4726,34396,1.0
4726,18213,1.0
4726,54360,1.0
4726,59019,1.0
4726,38865,3.0
4726,71319,1.0
4726,30998,1.0
4726,71258,1.0
4726,14154,1.0
4726,16016,1.0
4726,31003,1.0
4726,28806,1.0
4726,8617,1.0
4726,63486,1.0
4726,5264,1.0
4726,26123,1.0
4726,70140,2.0
4726,56825,1.0
4726,53415,1.0
4726,60145,1.0
4726,42213,1.0
4726,69860,1.0
4726,30849,1.0
4726,65699,1.0
4726,24245,1.0
4726,41108,1.0
4726,65705,1.0
4726,56588,1.0
4726,54788,2.0
4726,66351,1.0
4726,17522,2.0
4726,67935,1.0
4726,22225,1.0
4726,18619,1.0
4726,43347,1.0
4726,29689,1.0
4726,65377,1.0
4726,17528,1.0
4726,22938,1.0
4726,31975,3.0
4726,36687,1.0
4726,69048,2.0
4726,41126,1.0
4726,42239,1.0
4726,32173,1.0
4726,9746,1.0
4726,56687,1.0
4726,45582,1.0
4726,69057,2.0
4726,57083,1.0
4726,38747,1.0
4726,53447,1.0
4726,66835,1.0
4726,10836,1.0
4726,18746,1.0
4726,56498,1.0
4726,61330,1.0
4726,56863,1.0
4726,26068,1.0
4726,45593,4.0
4726,70192,1.0
4726,17698,2.0
4726,14322,1.0
4726,71316,2.0
4726,5308,1.0
4726,29118,1.0
4726,70181,1.0
4726,59081,1.0
4726,14126,1.0
4726,50089,1.0
4726,23125,1.0
4726,62451,1.0
4726,47787,1.0
4726,28864,1.0
4726,71137,1.0
4726,40682,1.0
4726,29953,1.0
4726,38937,1.0
4726,67055,1.0
4726,23176,1.0
4726,25426,1.0
4726,6462,1.0
4726,60206,1.0
4726,59902,1.0
4726,15268,1.0
4726,7581,1.0
4726,51227,2.0
4726,55187,3.0
4726,19774,2.0
4726,41292,1.0
4726,32217,1.0
4726,7947,1.0
4726,34010,2.0
4726,31090,1.0
4726,35963,1.0
4726,14230,1.0
4726,21011,1.0
4726,41173,2.0
4726,33349,1.0
4726,42292,2.0
4726,18683,1.0
4726,15296,2.0
4726,35631,1.0
4726,55779,1.0
4726,42296,1.0
4726,35634,1.0
4726,17053,1.0
4726,23857,2.0
4726,59117,1.0
4726,37155,1.0
4726,25609,1.0
4726,12082,1.0
4726,36800,1.0
4726,41188,1.0
4726,53506,2.0
4726,13956,1.0
4726,49023,1.0
4726,60242,1.0
4726,13066,1.0
4726,33843,1.0
4726,19806,1.0
4726,14180,1.0
4726,55322,2.0
4726,28809,1.0
4726,33367,1.0
4726,16488,1.0
4726,22098,1.0
4726,64680,1.0
4726,36782,1.0
4726,30252,1.0
4726,15329,1.0
4726,44138,1.0
4726,70521,1.0
4726,33378,1.0
4726,60261,2.0
4726,62509,1.0
4726,41212,1.0
4726,20972,1.0
4726,19823,2.0
4726,16807,1.0
4726,8878,1.0
4726,24311,1.0
4726,67941,2.0
4726,59808,1.0
4726,67733,1.0
4726,58048,1.0
4726,24366,2.0
4726,51624,1.0
4726,56951,1.0
4726,16515,1.0
4726,43449,2.0
4726,26649,1.0
4726,29418,1.0
4726,22125,2.0
4726,53547,1.0
4726,17815,1.0
4726,18741,2.0
4726,38081,1.0
4726,65268,1.0
4726,21046,2.0
4726,63638,1.0
4726,9403,1.0
4726,47929,3.0
4726,66944,1.0
4726,53558,1.0
4726,42164,1.0
4726,7664,1.0
4726,35026,1.0
4726,62590,2.0
4726,54546,1.0
4726,45707,1.0
4726,54704,1.0
4726,22142,1.0
4726,55851,1.0
4726,55774,1.0
4726,30060,1.0
4726,46425,1.0
4726,68070,1.0
4726,55206,1.0
4726,46544,1.0
4726,51405,1.0
4726,53574,1.0
4726,26684,1.0
4726,71393,1.0
4726,21566,1.0
4726,8208,1.0
4726,5430,1.0
4726,10369,1.0
4726,51631,1.0
4726,67983,1.0
4726,45724,1.0
4726,19879,16.0
4726,52925,1.0
4726,69200,1.0
4726,10450,2.0
4726,32329,1.0
4726,41995,1.0
4726,20471,1.0
4726,47968,1.0
4726,51344,1.0
4726,18791,2.0
4726,28465,5.0
4726,45734,1.0
4726,50229,2.0
4726,64756,1.0
4726,66095,1.0
4726,47980,1.0
4726,17707,1.0
4726,13974,1.0
4726,47984,1.0
4726,35469,1.0
4726,58115,1.0
4726,55893,1.0
4726,24430,2.0
4726,30535,1.0
4726,57060,1.0
4726,8817,1.0
4726,52241,1.0
4726,29711,1.0
4726,9934,2.0
4726,46905,1.0
4726,68120,1.0
4726,50255,1.0
4726,25589,1.0
4726,42420,1.0
4726,30119,2.0
4726,36980,2.0
4726,51851,1.0
4726,8832,1.0
4726,53630,1.0
4726,71158,1.0
4726,36182,1.0
4726,18166,4.0
4726,38019,1.0
4726,58141,2.0
4726,46861,1.0
4726,22216,1.0
4726,52380,8.0
4726,35418,1.0
4726,45560,1.0
4726,24153,1.0
4726,56861,1.0
4726,19943,2.0
4726,28959,1.0
4726,54795,1.0
4726,45790,1.0
4726,42208,1.0
4726,42446,1.0
4726,56167,1.0
4726,13784,2.0
4726,54801,1.0
4726,5502,1.0
4726,12777,3.0
4726,45796,1.0
4726,65923,1.0
4726,6872,1.0
4726,22044,1.0
4726,12097,1.0
4726,69089,1.0
4726,13235,2.0
4726,60400,1.0
4726,66871,1.0
4726,63737,1.0
4726,52759,1.0
4726,70402,6.0
4726,15486,1.0
4726,15471,1.0
4726,45811,1.0
4726,14337,1.0
4726,54098,1.0
4726,5516,1.0
4726,31279,1.0
4726,22240,2.0
4726,22112,1.0
4726,63938,2.0
4726,6532,1.0
4726,46899,1.0
4726,26675,2.0
4726,35706,2.0
4726,54820,7.0
4726,58178,4.0
4726,44681,1.0
4726,54822,1.0
4726,19881,3.0
4726,25647,3.0
4726,33190,1.0
4726,51442,1.0
4726,49192,2.0
4726,47100,3.0
4726,64844,1.0
4726,53690,1.0
4726,7788,1.0
4726,51384,2.0
4726,11381,1.0
4726,54831,1.0
4726,22227,1.0
4726,31304,1.0
4726,54834,3.0
4726,9471,2.0
4726,20292,1.0
4727,63807,1.0
4727,64986,3.0
4727,47746,1.0
4727,20436,1.0
4727,47388,1.0
4728,58139,1.0
4729,59182,1.0
4730,58525,1.0
4731,67155,1.0
4732,57805,1.0
4732,62865,1.0
4732,70363,1.0
4733,41353,1.0
4734,46202,1.0
4735,32396,5.0
4736,70363,1.0
4737,57805,1.0
4738,37594,1.0
4739,26141,1.0
4740,26141,1.0
4741,14107,1.0
4742,48745,2.0
4742,14104,1.0
4743,43175,1.0
4744,68955,1.0
4745,41376,1.0
4745,35837,1.0
4745,69596,1.0
4745,16969,1.0
4745,4745,27.0
4745,28528,1.0
4745,17809,1.0
4745,70725,1.0
4745,38615,1.0
4745,52312,1.0
4745,13258,1.0
4745,22225,1.0
4745,14382,1.0
4745,5285,1.0
4745,22864,1.0
4745,45192,1.0
4745,8094,1.0
4745,40586,1.0
4745,23435,1.0
4745,48224,1.0
4745,49483,1.0
4745,67951,1.0
4745,17272,1.0
4745,38641,1.0
4745,17921,1.0
4745,30509,1.0
4745,39917,1.0
4745,54315,1.0
4745,64458,1.0
4745,9505,1.0
4745,12954,1.0
4745,50086,1.0
4745,18075,1.0
4745,67055,1.0
4745,70489,1.0
4745,43927,1.0
4745,36726,1.0
4745,47547,1.0
4745,59925,1.0
4745,37996,1.0
4745,49825,1.0
4745,56038,1.0
4745,59657,1.0
4745,16442,1.0
4745,51525,1.0
4745,39787,1.0
4745,42831,1.0
4745,71068,1.0
4745,33349,1.0
4745,45632,1.0
4745,13327,1.0
4745,45634,1.0
4745,40639,1.0
4745,17873,1.0
4745,57748,1.0
4745,18690,1.0
4745,35910,1.0
4745,38969,1.0
4745,18836,1.0
4745,11569,1.0
4745,51206,1.0
4745,46469,1.0
4745,62075,1.0
4745,17883,1.0
4745,26612,1.0
4745,53230,1.0
4745,52247,1.0
4745,61659,1.0
4745,20401,1.0
4745,7060,1.0
4745,40387,1.0
4745,15296,1.0
4745,70521,1.0
4745,19002,1.0
4745,48180,1.0
4745,38039,1.0
4745,58968,1.0
4745,33664,1.0
4745,37076,1.0
4745,70287,1.0
4745,36525,1.0
4745,24366,1.0
4745,20559,1.0
4745,71172,2.0
4745,30312,1.0
4745,21923,1.0
4745,48464,1.0
4745,22121,1.0
4745,51856,1.0
4745,26649,1.0
4745,21845,1.0
4745,44295,1.0
4745,16282,1.0
4745,14783,1.0
4745,41638,1.0
4745,40702,1.0
4745,49615,1.0
4745,56127,1.0
4745,55289,1.0
4745,54996,1.0
4745,23277,1.0
4745,49916,1.0
4745,15477,1.0
4745,9799,1.0
4745,62274,1.0
4745,14529,1.0
4745,28962,1.0
4745,44599,1.0
4745,63382,1.0
4745,19432,2.0
4745,20461,1.0
4745,53630,1.0
4745,26123,1.0
4745,67809,1.0
4745,32048,1.0
4745,28127,1.0
4745,70892,1.0
4745,41173,1.0
4745,53638,1.0
4745,55705,1.0
4745,49941,1.0
4745,5573,1.0
4745,32914,1.0
4745,15116,1.0
4745,34936,1.0
4745,8366,1.0
4745,34322,1.0
4745,39975,1.0
4745,42403,1.0
4745,40194,1.0
4745,37995,1.0
4745,10662,1.0
4745,6018,1.0
4745,24301,1.0
4745,69946,1.0
4745,32356,1.0
4745,41031,1.0
4745,42684,1.0
4745,54480,1.0
4745,5751,1.0
4745,45762,1.0
4745,26646,1.0
4745,55351,1.0
4745,28750,1.0
4745,66187,1.0
4745,7954,1.0
4745,67803,1.0
4745,6906,1.0
4745,41046,1.0
4745,67739,1.0
4745,8838,1.0
4745,70063,1.0
4745,27784,1.0
4745,45203,1.0
4745,59253,1.0
4745,38027,1.0
4745,45500,1.0
4745,56212,1.0
4745,13188,1.0
4745,19943,1.0
4745,47916,1.0
4745,47718,1.0
4745,39438,1.0
4745,50886,1.0
4745,32963,2.0
4745,32682,1.0
4745,45796,2.0
4745,18979,1.0
4745,15839,1.0
4745,14322,1.0
4745,35150,1.0
4745,6978,1.0
4745,46714,1.0
4745,65209,1.0
4745,57342,1.0
4745,5908,1.0
4745,38442,1.0
4745,64985,1.0
4745,35257,1.0
4745,66946,1.0
4745,62590,1.0
4745,24497,1.0
4745,54820,2.0
4745,49950,1.0
4745,59019,1.0
4745,9447,2.0
4745,30998,1.0
4745,43953,2.0
4745,43821,1.0
4745,23239,1.0
4745,23118,1.0
4745,20535,1.0
4745,64028,1.0
4745,26808,2.0
4745,42482,1.0
4745,15933,1.0
4745,52016,1.0
4745,67736,1.0
4746,33708,1.0
4747,12919,1.0
4748,22088,1.0
4749,32693,1.0
4750,34290,1.0
4751,41243,1.0
4751,54188,1.0
4751,16857,1.0
4752,22161,1.0
4752,58139,1.0
4753,7273,1.0
4753,46202,1.0
4753,10973,1.0
4754,57805,1.0
4755,10538,1.0
4756,21743,1.0
4757,27882,1.0
4758,52249,1.0
4759,9359,1.0
4759,59606,2.0
4760,58139,1.0
4761,58139,1.0
4762,10671,1.0
4763,30587,1.0
4763,40705,1.0
4763,65334,4.0
4763,9422,1.0
4763,71359,1.0
4763,61793,1.0
4763,57245,1.0
4763,28428,1.0
4763,35105,1.0
4763,42114,1.0
4763,14542,7.0
4764,71065,1.0
4765,44969,1.0
4767,47948,1.0
4768,32249,1.0
4768,69856,1.0
4770,19134,1.0
4771,44825,1.0
4772,62374,1.0
4772,28292,1.0
4772,68829,1.0
4772,67195,1.0
4772,12581,1.0
4773,57805,1.0
4774,17568,1.0
4774,52574,1.0
4775,26141,1.0
4775,51892,1.0
4776,22161,1.0
4777,52249,1.0
4778,62374,1.0
4778,28292,1.0
4778,68829,1.0
4778,67195,1.0
4778,12581,1.0
4779,59921,1.0
4780,51734,1.0
4781,26141,1.0
4782,22078,1.0
4783,53457,1.0
4784,70363,1.0
4785,25822,1.0
4786,5889,2.0
4786,61959,1.0
4787,50117,1.0
4788,26141,1.0
4789,9300,1.0
4789,53191,1.0
4789,65524,1.0
4790,67072,1.0
4791,26141,1.0
4792,70330,1.0
4793,70457,1.0
4794,19694,1.0
4795,58389,1.0
4795,54915,1.0
4796,62098,1.0
4797,54455,1.0
4798,39290,2.0
4798,64184,1.0
4798,35724,2.0
4799,14042,1.0
4800,65114,3.0
4800,68818,1.0
4800,44356,1.0
4800,26141,1.0
4800,25334,1.0
4801,66575,1.0
4802,67725,1.0
4803,62992,1.0
4804,52146,1.0
4805,39792,1.0
4805,43187,1.0
4805,28506,1.0
4805,43446,1.0
4805,27696,1.0
4805,19737,1.0
4805,25216,1.0
4805,26141,1.0
4805,4844,1.0
4805,68160,1.0
4805,9153,1.0
4805,55738,1.0
4805,41258,1.0
4805,18126,1.0
4806,57805,1.0
4806,44825,1.0
4807,60977,1.0
4808,17568,1.0
4809,37940,1.0
4811,26141,1.0
4812,33712,1.0
4812,44093,2.0
4813,53581,1.0
4814,32907,1.0
4815,67833,1.0
4816,26141,1.0
4816,45420,1.0
4817,27948,1.0
4817,53279,1.0
4817,22031,1.0
4817,23661,1.0
4817,27854,1.0
4817,23797,1.0
4817,70754,1.0
4817,19043,1.0
4817,10680,1.0
4817,50595,1.0
4817,13057,1.0
4817,8073,1.0
4818,7937,1.0
4818,11671,2.0
4818,63604,2.0
4818,45845,1.0
4818,70179,1.0
4818,26141,1.0
4818,65969,1.0
4818,43149,1.0
4818,21684,2.0
4818,61221,1.0
4818,51892,1.0
4818,11022,1.0
4818,62992,2.0
4818,49355,1.0
4818,18552,1.0
4818,34219,1.0
4818,7435,1.0
4818,44753,1.0
4818,58518,1.0
4818,48576,1.0
4818,64643,1.0
4818,5875,1.0
4818,39009,1.0
4818,69764,1.0
4818,11906,1.0
4818,35929,1.0
4818,68160,1.0
4818,7799,3.0
4818,18126,2.0
4819,15632,1.0
4819,19964,1.0
4820,56928,1.0
4821,52249,1.0
4822,57805,1.0
4823,14629,1.0
4824,35419,1.0
4825,71197,1.0
4826,14582,1.0
4827,58139,1.0
4828,14042,1.0
4829,27915,1.0
4829,26141,2.0
4829,52146,1.0
4829,62992,1.0
4830,46516,1.0
4831,62374,1.0
4831,28292,1.0
4831,68829,1.0
4831,67195,1.0
4831,12581,1.0
4832,57534,1.0
4833,12244,1.0
4834,50117,1.0
4835,62374,1.0
4835,28292,1.0
4835,68829,1.0
4835,67195,1.0
4835,12581,1.0
4836,65609,1.0
4836,63604,1.0
4836,52748,1.0
4837,58139,1.0
4838,53191,1.0
4838,36537,1.0
4838,25459,1.0
4838,39882,1.0
4838,40485,1.0
4839,54744,1.0
4839,33748,1.0
4840,22161,1.0
4841,27696,1.0
4842,63604,1.0
4843,63829,1.0
4843,33157,2.0
4843,68109,1.0
4844,64316,1.0
4844,44461,1.0
4844,30148,1.0
4844,11599,1.0
4844,10551,1.0
4844,36826,1.0
4844,58229,1.0
4844,47934,1.0
4844,4929,1.0
4844,40004,1.0
4844,10541,2.0
4844,29405,1.0
4844,61012,1.0
4844,38501,1.0
4844,66264,1.0
4844,68622,1.0
4844,33407,1.0
4844,40988,1.0
4844,68491,1.0
4844,43774,1.0
4844,36564,1.0
4844,62335,1.0
4844,61701,1.0
4844,14951,2.0
4844,37134,1.0
4844,49642,1.0
4844,47517,1.0
4844,53587,1.0
4844,51200,1.0
4844,45011,2.0
4844,7505,1.0
4844,48546,1.0
4844,65180,1.0
4844,7834,1.0
4844,64119,1.0
4844,43584,1.0
4844,37496,1.0
4844,54745,4.0
4844,55883,1.0
4844,49809,1.0
4844,61147,1.0
4844,70762,2.0
4844,25856,1.0
4844,31316,1.0
4844,36587,2.0
4844,35604,1.0
4844,48657,1.0
4844,6736,1.0
4844,63134,1.0
4844,30238,1.0
4844,63606,1.0
4844,15709,1.0
4844,53054,1.0
4844,31549,2.0
4844,11915,1.0
4844,46165,1.0
4844,20086,2.0
4844,32355,1.0
4844,47552,1.0
4844,9655,1.0
4844,11416,1.0
4844,23893,1.0
4844,42967,1.0
4844,68310,1.0
4844,63830,1.0
4844,30869,1.0
4844,50112,2.0
4844,39512,1.0
4844,38956,1.0
4844,51323,2.0
4844,27813,1.0
4844,40723,1.0
4844,66319,1.0
4844,39713,1.0
4844,56325,1.0
4844,21401,2.0
4844,47276,1.0
4844,48417,1.0
4844,28786,2.0
4844,61215,1.0
4844,41047,1.0
4844,36657,1.0
4844,46601,1.0
4844,38699,1.0
4844,49711,2.0
4844,30965,1.0
4844,50919,1.0
4844,44618,2.0
4844,36501,1.0
4844,49863,1.0
4844,19260,1.0
4844,47821,1.0
4844,49566,1.0
4844,12789,1.0
4844,66220,1.0
4844,27625,1.0
4844,8873,1.0
4844,66908,2.0
4844,4844,2.0
4844,33255,1.0
4844,55101,1.0
4844,11854,1.0
4844,42222,1.0
4844,46631,3.0
4844,16797,1.0
4844,49443,1.0
4844,64848,1.0
4844,13586,1.0
4844,37955,1.0
4844,23634,1.0
4844,64006,2.0
4844,57492,1.0
4844,26502,1.0
4844,8226,1.0
4844,24784,1.0
4844,32279,1.0
4844,10526,1.0
4844,53087,1.0
4844,49184,1.0
4844,7930,1.0
4844,45832,1.0
4844,18896,2.0
4844,22158,1.0
4844,49977,1.0
4845,62374,1.0
4845,28292,1.0
4845,68829,1.0
4845,67195,1.0
4845,12581,1.0
4846,41529,1.0
4847,41578,1.0
4847,45825,1.0
4848,52146,1.0
4849,7017,1.0
4849,15694,1.0
4849,60676,1.0
4850,6785,1.0
4850,46351,1.0
4850,53317,1.0
4850,40053,1.0
4850,64372,1.0
4850,8033,1.0
4850,27517,1.0
4850,21916,1.0
4850,50516,1.0
4850,30965,1.0
4850,10526,1.0
4851,27035,1.0
4851,9060,1.0
4851,59913,1.0
4852,70831,1.0
4852,67605,1.0
4853,26899,1.0
4854,58199,1.0
4854,25390,1.0
4854,34468,1.0
4854,48811,1.0
4855,52249,1.0
4856,62374,1.0
4856,28292,1.0
4856,68829,1.0
4856,67195,1.0
4856,12581,1.0
4857,50405,1.0
4858,33479,1.0
4859,51892,1.0
4860,40736,1.0
4861,62374,1.0
4861,28292,1.0
4861,68829,1.0
4861,67195,1.0
4861,12581,1.0
4862,65114,2.0
4862,25334,1.0
4862,44356,1.0
4862,70858,1.0
4862,26141,1.0
4863,45454,1.0
4863,26810,1.0
4864,23281,2.0
4865,5889,1.0
4866,26141,1.0
4867,36298,1.0
4868,39851,1.0
4869,49916,1.0
4870,42029,1.0
4872,31275,1.0
4873,40091,1.0
4874,49092,1.0
